gamma,state,value,rank_within_gamma,num_time_steps,method
0.75,Computer,7.472372213950098,1,10,exact
0.75,Coffee,5.917870054263616,2,10,exact
0.75,Home,4.891187376472477,3,10,exact
0.75,Chat,4.454036974267476,4,10,exact
0.8,Computer,8.54829839225072,1,10,exact
0.8,Coffee,6.940089809098638,2,10,exact
0.8,Home,5.881463272004597,3,10,exact
0.8,Chat,5.499283669426662,4,10,exact
0.8500000000000001,Computer,9.93039630308326,1,10,exact
0.8500000000000001,Coffee,8.270871830508074,2,10,exact
0.8500000000000001,Home,7.171848634067271,3,10,exact
0.8500000000000001,Chat,6.852986872612705,4,10,exact
0.9,Computer,11.717224754795886,1,10,exact
0.9,Coffee,10.00946220151581,2,10,exact
0.9,Home,8.860480799934042,3,10,exact
0.9,Chat,8.614314091064923,4,10,exact
0.9500000000000001,Computer,14.03701143615029,1,10,exact
0.9500000000000001,Coffee,12.284900916661314,2,10,exact
0.9500000000000001,Home,11.075148132603829,3,10,exact
0.9500000000000001,Chat,10.912208627257504,4,10,exact
1.0,Computer,17.055271648199998,1,10,exact
1.0,Coffee,15.263660449499998,2,10,exact
1.0,Home,13.980911332400002,3,10,exact
1.0,Chat,13.913024955800001,4,10,exact
0.0,Computer,2.8,1,20,exact
0.0,Coffee,2.1,2,20,exact
0.0,Home,1.0,3,20,exact
0.0,Chat,0.3,4,20,exact
0.05,Computer,2.906825699279282,1,20,exact
0.05,Coffee,2.152940253213472,2,20,exact
0.05,Home,1.0753183557363601,3,20,exact
0.05,Chat,0.37449414156033234,4,20,exact
0.1,Computer,3.02319315046619,1,20,exact
0.1,Coffee,2.2146623101638125,2,20,exact
0.1,Home,1.1580707366027154,3,20,exact
0.1,Chat,0.45788320075501254,4,20,exact
0.15000000000000002,Computer,3.1506696977479565,1,20,exact
0.15000000000000002,Coffee,2.286756792240276,2,20,exact
0.15000000000000002,Home,1.2496762720158423,3,20,exact
0.15000000000000002,Chat,0.5517652326117474,4,20,exact
0.2,Computer,3.291209198126288,1,20,exact
0.2,Coffee,2.371211419895927,2,20,exact
0.2,Home,1.3519283108996119,3,20,exact
0.2,Chat,0.658134454092665,4,20,exact
0.25,Computer,3.4472811995021297,1,20,exact
0.25,Coffee,2.4705422569595727,2,20,exact
0.25,Home,1.4671226184642134,3,20,exact
0.25,Chat,0.7795122317820142,4,20,exact
0.30000000000000004,Computer,3.6220556931889774,1,20,exact
0.30000000000000004,Coffee,2.5879809002315515,2,20,exact
0.30000000000000004,Home,1.5982411072866323,3,20,exact
0.30000000000000004,Chat,0.919133960409592,4,20,exact
0.35000000000000003,Computer,3.8196734282595513,1,20,exact
0.35000000000000003,Coffee,2.727747666089681,2,20,exact
0.35000000000000003,Home,1.749221103925798,3,20,exact
0.35000000000000003,Chat,1.0812218732634613,4,20,exact
0.4,Computer,4.045651768840814,1,20,exact
0.4,Coffee,2.8954608297677344,2,20,exact
0.4,Home,1.925360152801933,3,20,exact
0.4,Chat,1.271393827511182,4,20,exact
0.45,Computer,4.307512317417066,1,20,exact
0.45,Coffee,3.098768226267436,2,20,exact
0.45,Home,2.1339426100379546,3,20,exact
0.45,Chat,1.4972943584708616,4,20,exact
0.5,Computer,4.615784646846166,1,20,exact
0.5,Coffee,3.3483556538545445,2,20,exact
0.5,Home,2.3852424115088127,3,20,exact
0.5,Chat,1.7696024262632561,4,20,exact
0.55,Computer,4.985672780772614,1,20,exact
0.55,Coffee,3.6596188310923843,2,20,exact
0.55,Home,2.6941887119059467,3,20,exact
0.55,Chat,2.1037025853558315,4,20,exact
0.6000000000000001,Computer,5.439934410468245,1,20,exact
0.6000000000000001,Coffee,4.055549019840766,2,20,exact
0.6000000000000001,Home,3.0832444602207416,3,20,exact
0.6000000000000001,Chat,2.5225696657673056,4,20,exact
0.65,Computer,6.014054164049013,1,20,exact
0.65,Coffee,4.571913766826317,2,20,exact
0.65,Home,3.5875793310838002,3,20,exact
0.65,Chat,3.0619483914456502,4,20,exact
0.7000000000000001,Computer,6.765866175704006,1,20,exact
0.7000000000000001,Coffee,5.266888157922618,2,20,exact
0.7000000000000001,Home,4.2646923964906165,3,20,exact
0.7000000000000001,Chat,3.779983299366771,4,20,exact
0.75,Computer,7.793934073631197,1,20,exact
0.75,Coffee,6.239444855387935,2,20,exact
0.75,Home,5.212792835849809,3,20,exact
0.75,Chat,4.775607195713805,4,20,exact
0.8,Computer,9.273245354326864,1,20,exact
0.8,Coffee,7.665060033963239,2,20,exact
0.8,Home,6.606495884369629,3,20,exact
0.8,Chat,6.2242452284914656,4,20,exact
0.8500000000000001,Computer,11.524993054359893,1,20,exact
0.8500000000000001,Coffee,9.865508258370829,2,20,exact
0.8500000000000001,Home,8.766607229126599,3,20,exact
0.8500000000000001,Chat,8.447607581224325,4,20,exact
0.9,Computer,15.152742249759763,1,20,exact
0.9,Coffee,13.445043925876739,2,20,exact
0.9,Home,12.296293761572606,3,20,exact
0.9,Chat,12.049868374519875,4,20,exact
0.9500000000000001,Computer,21.305912300932725,1,20,exact
0.9500000000000001,Coffee,19.553900215869128,2,20,exact
0.9500000000000001,Home,18.344572079469298,3,20,exact
0.9500000000000001,Chat,18.181161685462836,4,20,exact
1.0,Computer,32.183048522174424,1,20,exact
1.0,Coffee,30.391579133624194,2,20,exact
1.0,Home,29.10958900542866,3,20,exact
1.0,Chat,29.04086825104639,4,20,exact
0.0,Computer,2.8,1,50,exact
0.0,Coffee,2.1,2,50,exact
0.0,Home,1.0,3,50,exact
0.0,Chat,0.3,4,50,exact
0.05,Computer,2.906825699279282,1,50,exact
0.05,Coffee,2.152940253213472,2,50,exact
0.05,Home,1.0753183557363601,3,50,exact
0.05,Chat,0.37449414156033234,4,50,exact
0.1,Computer,3.02319315046619,1,50,exact
0.1,Coffee,2.2146623101638125,2,50,exact
0.1,Home,1.1580707366027154,3,50,exact
0.1,Chat,0.45788320075501254,4,50,exact
0.15000000000000002,Computer,3.1506696977479565,1,50,exact
0.15000000000000002,Coffee,2.2867567922402765,2,50,exact
0.15000000000000002,Home,1.2496762720158423,3,50,exact
0.15000000000000002,Chat,0.5517652326117474,4,50,exact
0.2,Computer,3.291209198126307,1,50,exact
0.2,Coffee,2.371211419895947,2,50,exact
0.2,Home,1.3519283108996314,3,50,exact
0.2,Chat,0.6581344540926848,4,50,exact
0.25,Computer,3.4472811995039647,1,50,exact
0.25,Coffee,2.470542256961407,2,50,exact
0.25,Home,1.467122618466048,3,50,exact
0.25,Chat,0.7795122317838488,4,50,exact
0.30000000000000004,Computer,3.6220556932643317,1,50,exact
0.30000000000000004,Coffee,2.587980900306906,2,50,exact
0.30000000000000004,Home,1.5982411073619862,3,50,exact
0.30000000000000004,Chat,0.9191339604849462,4,50,exact
0.35000000000000003,Computer,3.8196734300305892,1,50,exact
0.35000000000000003,Coffee,2.7277476678607186,2,50,exact
0.35000000000000003,Home,1.7492211056968363,3,50,exact
0.35000000000000003,Chat,1.0812218750344997,4,50,exact
0.4,Computer,4.045651796563097,1,50,exact
0.4,Coffee,2.8954608574900194,2,50,exact
0.4,Home,1.9253601805242146,3,50,exact
0.4,Chat,1.2713938552334665,4,50,exact
0.45,Computer,4.307512636326971,1,50,exact
0.45,Coffee,3.0987685451773532,2,50,exact
0.45,Home,2.1339429289478407,3,50,exact
0.45,Chat,1.4972946773807778,4,50,exact
0.5,Computer,4.61578753227591,1,50,exact
0.5,Coffee,3.348358539284394,2,50,exact
0.5,Home,2.385245296938396,3,50,exact
0.5,Chat,1.7696053116930994,4,50,exact
0.55,Computer,4.985694349359467,1,50,exact
0.55,Coffee,3.6596403996799856,2,50,exact
0.55,Home,2.6942102804917,3,50,exact
0.55,Chat,2.1037241539433835,4,50,exact
0.6000000000000001,Computer,5.440072686001857,1,50,exact
0.6000000000000001,Coffee,4.0556872953788705,2,50,exact
0.6000000000000001,Home,3.0833827357479713,3,50,exact
0.6000000000000001,Chat,2.522707941305102,4,50,exact
0.65,Computer,6.014837554821734,1,50,exact
0.65,Coffee,4.572697157622548,2,50,exact
0.65,Home,3.588362721824309,3,50,exact
0.65,Chat,3.0627317822402005,4,50,exact
0.7000000000000001,Computer,6.769889732907363,1,50,exact
0.7000000000000001,Coffee,5.270911715235364,2,50,exact
0.7000000000000001,Home,4.2687159535496395,3,50,exact
0.7000000000000001,Chat,3.784006856671364,4,50,exact
0.75,Computer,7.81312023614594,1,50,exact
0.75,Coffee,6.258631018362509,2,50,exact
0.75,Home,5.231978997780907,3,50,exact
0.75,Chat,4.794793358652733,4,50,exact
0.8,Computer,9.360344161004443,1,50,exact
0.8,Coffee,7.752158842410479,2,50,exact
0.8,Home,6.693594688889178,3,50,exact
0.8,Chat,6.311344036796269,4,50,exact
0.8500000000000001,Computer,11.912911985484325,1,50,exact
0.8500000000000001,Coffee,10.253427195798109,2,50,exact
0.8500000000000001,Home,9.154526152876482,3,50,exact
0.8500000000000001,Chat,8.83552651812574,4,50,exact
0.9,Computer,16.91398314729658,1,50,exact
0.9,Coffee,15.20628484437476,2,50,exact
0.9,Home,14.057534635612306,3,50,exact
0.9,Chat,13.811109291207782,4,50,exact
0.9500000000000001,Computer,29.82419382398621,1,50,exact
0.9500000000000001,Coffee,28.072181804502392,2,50,exact
0.9500000000000001,Home,26.862853532201868,3,50,exact
0.9500000000000001,Chat,26.6994432682427,4,50,exact
1.0,Computer,77.56693470497066,1,50,exact
1.0,Coffee,75.77546551065787,2,50,exact
1.0,Home,74.49347498933085,3,50,exact
1.0,Chat,74.42475461018392,4,50,exact
0.0,Computer,2.8,1,100,exact
0.0,Coffee,2.1,2,100,exact
0.0,Home,1.0,3,100,exact
0.0,Chat,0.3,4,100,exact
0.05,Computer,2.906825699279282,1,100,exact
0.05,Coffee,2.152940253213472,2,100,exact
0.05,Home,1.0753183557363601,3,100,exact
0.05,Chat,0.37449414156033234,4,100,exact
0.1,Computer,3.02319315046619,1,100,exact
0.1,Coffee,2.2146623101638125,2,100,exact
0.1,Home,1.1580707366027154,3,100,exact
0.1,Chat,0.45788320075501254,4,100,exact
0.15000000000000002,Computer,3.1506696977479565,1,100,exact
0.15000000000000002,Coffee,2.2867567922402765,2,100,exact
0.15000000000000002,Home,1.2496762720158423,3,100,exact
0.15000000000000002,Chat,0.5517652326117474,4,100,exact
0.2,Computer,3.291209198126307,1,100,exact
0.2,Coffee,2.371211419895947,2,100,exact
0.2,Home,1.3519283108996314,3,100,exact
0.2,Chat,0.6581344540926848,4,100,exact
0.25,Computer,3.4472811995039647,1,100,exact
0.25,Coffee,2.470542256961407,2,100,exact
0.25,Home,1.467122618466048,3,100,exact
0.25,Chat,0.7795122317838488,4,100,exact
0.30000000000000004,Computer,3.6220556932643317,1,100,exact
0.30000000000000004,Coffee,2.587980900306906,2,100,exact
0.30000000000000004,Home,1.5982411073619862,3,100,exact
0.30000000000000004,Chat,0.9191339604849462,4,100,exact
0.35000000000000003,Computer,3.8196734300305892,1,100,exact
0.35000000000000003,Coffee,2.7277476678607186,2,100,exact
0.35000000000000003,Home,1.7492211056968363,3,100,exact
0.35000000000000003,Chat,1.0812218750344997,4,100,exact
0.4,Computer,4.045651796563097,1,100,exact
0.4,Coffee,2.8954608574900194,2,100,exact
0.4,Home,1.9253601805242146,3,100,exact
0.4,Chat,1.2713938552334665,4,100,exact
0.45,Computer,4.307512636326971,1,100,exact
0.45,Coffee,3.0987685451773532,2,100,exact
0.45,Home,2.1339429289478407,3,100,exact
0.45,Chat,1.4972946773807778,4,100,exact
0.5,Computer,4.615787532275913,1,100,exact
0.5,Coffee,3.3483585392843964,2,100,exact
0.5,Home,2.3852452969383986,3,100,exact
0.5,Chat,1.7696053116931019,4,100,exact
0.55,Computer,4.985694349359817,1,100,exact
0.55,Coffee,3.6596403996803355,2,100,exact
0.55,Home,2.694210280492051,3,100,exact
0.55,Chat,2.1037241539437335,4,100,exact
0.6000000000000001,Computer,5.440072686032426,1,100,exact
0.6000000000000001,Coffee,4.05568729540944,2,100,exact
0.6000000000000001,Home,3.0833827357785406,3,100,exact
0.6000000000000001,Chat,2.5227079413356712,4,100,exact
0.65,Computer,6.014837556733259,1,100,exact
0.65,Coffee,4.572697159534073,2,100,exact
0.65,Home,3.588362723735834,3,100,exact
0.65,Chat,3.062731784151725,4,100,exact
0.7000000000000001,Computer,6.7698898235977305,1,100,exact
0.7000000000000001,Coffee,5.270911805925731,2,100,exact
0.7000000000000001,Home,4.2687160442400085,3,100,exact
0.7000000000000001,Chat,3.7840069473617324,4,100,exact
0.75,Computer,7.813123663061019,1,100,exact
0.75,Coffee,6.258634445277586,2,100,exact
0.75,Home,5.231982424695984,3,100,exact
0.75,Chat,4.7947967855678115,4,100,exact
0.8,Computer,9.360452116208542,1,100,exact
0.8,Coffee,7.752266797614576,2,100,exact
0.8,Home,6.693702644093275,3,100,exact
0.8,Chat,6.311451992000367,4,100,exact
0.8500000000000001,Computer,11.915893981000373,1,100,exact
0.8500000000000001,Coffee,10.256409191314155,2,100,exact
0.8500000000000001,Home,9.157508148392527,3,100,exact
0.8500000000000001,Chat,8.838508513641786,4,100,exact
0.9,Computer,16.991547443393813,1,100,exact
0.9,Coffee,15.283849140471997,2,100,exact
0.9,Home,14.135098931709537,3,100,exact
0.9,Chat,13.888673587305018,4,100,exact
0.9500000000000001,Computer,31.973104078128046,1,100,exact
0.9500000000000001,Coffee,30.22109205864423,2,100,exact
0.9500000000000001,Home,29.0117637863437,3,100,exact
0.9500000000000001,Chat,28.848353522384535,4,100,exact
1.0,Computer,153.2067451315109,1,100,exact
1.0,Coffee,151.4152759371981,2,100,exact
1.0,Home,150.13328541587106,3,100,exact
1.0,Chat,150.06456503672416,4,100,exact
0.0,Computer,2.8,1,300,exact
0.0,Coffee,2.1,2,300,exact
0.0,Home,1.0,3,300,exact
0.0,Chat,0.3,4,300,exact
0.05,Computer,2.906825699279282,1,300,exact
0.05,Coffee,2.152940253213472,2,300,exact
0.05,Home,1.0753183557363601,3,300,exact
0.05,Chat,0.37449414156033234,4,300,exact
0.1,Computer,3.02319315046619,1,300,exact
0.1,Coffee,2.2146623101638125,2,300,exact
0.1,Home,1.1580707366027154,3,300,exact
0.1,Chat,0.45788320075501254,4,300,exact
0.15000000000000002,Computer,3.1506696977479565,1,300,exact
0.15000000000000002,Coffee,2.2867567922402765,2,300,exact
0.15000000000000002,Home,1.2496762720158423,3,300,exact
0.15000000000000002,Chat,0.5517652326117474,4,300,exact
0.2,Computer,3.291209198126307,1,300,exact
0.2,Coffee,2.371211419895947,2,300,exact
0.2,Home,1.3519283108996314,3,300,exact
0.2,Chat,0.6581344540926848,4,300,exact
0.25,Computer,3.4472811995039647,1,300,exact
0.25,Coffee,2.470542256961407,2,300,exact
0.25,Home,1.467122618466048,3,300,exact
0.25,Chat,0.7795122317838488,4,300,exact
0.30000000000000004,Computer,3.6220556932643317,1,300,exact
0.30000000000000004,Coffee,2.587980900306906,2,300,exact
0.30000000000000004,Home,1.5982411073619862,3,300,exact
0.30000000000000004,Chat,0.9191339604849462,4,300,exact
0.35000000000000003,Computer,3.8196734300305892,1,300,exact
0.35000000000000003,Coffee,2.7277476678607186,2,300,exact
0.35000000000000003,Home,1.7492211056968363,3,300,exact
0.35000000000000003,Chat,1.0812218750344997,4,300,exact
0.4,Computer,4.045651796563097,1,300,exact
0.4,Coffee,2.8954608574900194,2,300,exact
0.4,Home,1.9253601805242146,3,300,exact
0.4,Chat,1.2713938552334665,4,300,exact
0.45,Computer,4.307512636326971,1,300,exact
0.45,Coffee,3.0987685451773532,2,300,exact
0.45,Home,2.1339429289478407,3,300,exact
0.45,Chat,1.4972946773807778,4,300,exact
0.5,Computer,4.615787532275913,1,300,exact
0.5,Coffee,3.3483585392843964,2,300,exact
0.5,Home,2.3852452969383986,3,300,exact
0.5,Chat,1.7696053116931019,4,300,exact
0.55,Computer,4.985694349359817,1,300,exact
0.55,Coffee,3.6596403996803355,2,300,exact
0.55,Home,2.694210280492051,3,300,exact
0.55,Chat,2.1037241539437335,4,300,exact
0.6000000000000001,Computer,5.440072686032426,1,300,exact
0.6000000000000001,Coffee,4.05568729540944,2,300,exact
0.6000000000000001,Home,3.0833827357785406,3,300,exact
0.6000000000000001,Chat,2.5227079413356712,4,300,exact
0.65,Computer,6.014837556733259,1,300,exact
0.65,Coffee,4.572697159534073,2,300,exact
0.65,Home,3.588362723735834,3,300,exact
0.65,Chat,3.062731784151725,4,300,exact
0.7000000000000001,Computer,6.769889823597731,1,300,exact
0.7000000000000001,Coffee,5.270911805925733,2,300,exact
0.7000000000000001,Home,4.268716044240009,3,300,exact
0.7000000000000001,Chat,3.7840069473617333,4,300,exact
0.75,Computer,7.8131236630629575,1,300,exact
0.75,Coffee,6.258634445279527,2,300,exact
0.75,Home,5.231982424697923,3,300,exact
0.75,Chat,4.794796785569751,4,300,exact
0.8,Computer,9.360452117749347,1,300,exact
0.8,Coffee,7.752266799155384,2,300,exact
0.8,Home,6.693702645634083,3,300,exact
0.8,Chat,6.311451993541175,4,300,exact
0.8500000000000001,Computer,11.915894863230204,1,300,exact
0.8500000000000001,Coffee,10.256410073543986,2,300,exact
0.8500000000000001,Home,9.157509030622357,3,300,exact
0.8500000000000001,Chat,8.838509395871617,4,300,exact
0.9,Computer,16.991949263228832,1,300,exact
0.9,Coffee,15.284250960307016,2,300,exact
0.9,Home,14.13550075154456,3,300,exact
0.9,Chat,13.889075407140037,4,300,exact
0.9500000000000001,Computer,32.15222888224633,1,300,exact
0.9500000000000001,Coffee,30.400216862762512,2,300,exact
0.9500000000000001,Home,29.19088859046198,3,300,exact
0.9500000000000001,Chat,29.027478326502816,4,300,exact
1.0,Computer,455.76598683767185,1,300,exact
1.0,Coffee,453.9745176433591,2,300,exact
1.0,Home,452.69252712203206,3,300,exact
1.0,Chat,452.6238067428851,4,300,exact
0.0,Computer,2.8,1,500,exact
0.0,Coffee,2.1,2,500,exact
0.0,Home,1.0,3,500,exact
0.0,Chat,0.3,4,500,exact
0.05,Computer,2.906825699279282,1,500,exact
0.05,Coffee,2.152940253213472,2,500,exact
0.05,Home,1.0753183557363601,3,500,exact
0.05,Chat,0.37449414156033234,4,500,exact
0.1,Computer,3.02319315046619,1,500,exact
0.1,Coffee,2.2146623101638125,2,500,exact
0.1,Home,1.1580707366027154,3,500,exact
0.1,Chat,0.45788320075501254,4,500,exact
0.15000000000000002,Computer,3.1506696977479565,1,500,exact
0.15000000000000002,Coffee,2.2867567922402765,2,500,exact
0.15000000000000002,Home,1.2496762720158423,3,500,exact
0.15000000000000002,Chat,0.5517652326117474,4,500,exact
0.2,Computer,3.291209198126307,1,500,exact
0.2,Coffee,2.371211419895947,2,500,exact
0.2,Home,1.3519283108996314,3,500,exact
0.2,Chat,0.6581344540926848,4,500,exact
0.25,Computer,3.4472811995039647,1,500,exact
0.25,Coffee,2.470542256961407,2,500,exact
0.25,Home,1.467122618466048,3,500,exact
0.25,Chat,0.7795122317838488,4,500,exact
0.30000000000000004,Computer,3.6220556932643317,1,500,exact
0.30000000000000004,Coffee,2.587980900306906,2,500,exact
0.30000000000000004,Home,1.5982411073619862,3,500,exact
0.30000000000000004,Chat,0.9191339604849462,4,500,exact
0.35000000000000003,Computer,3.8196734300305892,1,500,exact
0.35000000000000003,Coffee,2.7277476678607186,2,500,exact
0.35000000000000003,Home,1.7492211056968363,3,500,exact
0.35000000000000003,Chat,1.0812218750344997,4,500,exact
0.4,Computer,4.045651796563097,1,500,exact
0.4,Coffee,2.8954608574900194,2,500,exact
0.4,Home,1.9253601805242146,3,500,exact
0.4,Chat,1.2713938552334665,4,500,exact
0.45,Computer,4.307512636326971,1,500,exact
0.45,Coffee,3.0987685451773532,2,500,exact
0.45,Home,2.1339429289478407,3,500,exact
0.45,Chat,1.4972946773807778,4,500,exact
0.5,Computer,4.615787532275913,1,500,exact
0.5,Coffee,3.3483585392843964,2,500,exact
0.5,Home,2.3852452969383986,3,500,exact
0.5,Chat,1.7696053116931019,4,500,exact
0.55,Computer,4.985694349359817,1,500,exact
0.55,Coffee,3.6596403996803355,2,500,exact
0.55,Home,2.694210280492051,3,500,exact
0.55,Chat,2.1037241539437335,4,500,exact
0.6000000000000001,Computer,5.440072686032426,1,500,exact
0.6000000000000001,Coffee,4.05568729540944,2,500,exact
0.6000000000000001,Home,3.0833827357785406,3,500,exact
0.6000000000000001,Chat,2.5227079413356712,4,500,exact
0.65,Computer,6.014837556733259,1,500,exact
0.65,Coffee,4.572697159534073,2,500,exact
0.65,Home,3.588362723735834,3,500,exact
0.65,Chat,3.062731784151725,4,500,exact
0.7000000000000001,Computer,6.769889823597731,1,500,exact
0.7000000000000001,Coffee,5.270911805925733,2,500,exact
0.7000000000000001,Home,4.268716044240009,3,500,exact
0.7000000000000001,Chat,3.7840069473617333,4,500,exact
0.75,Computer,7.8131236630629575,1,500,exact
0.75,Coffee,6.258634445279527,2,500,exact
0.75,Home,5.231982424697923,3,500,exact
0.75,Chat,4.794796785569751,4,500,exact
0.8,Computer,9.360452117749347,1,500,exact
0.8,Coffee,7.752266799155384,2,500,exact
0.8,Home,6.693702645634083,3,500,exact
0.8,Chat,6.311451993541175,4,500,exact
0.8500000000000001,Computer,11.915894863230204,1,500,exact
0.8500000000000001,Coffee,10.256410073543986,2,500,exact
0.8500000000000001,Home,9.157509030622357,3,500,exact
0.8500000000000001,Chat,8.838509395871617,4,500,exact
0.9,Computer,16.99194926322911,1,500,exact
0.9,Coffee,15.284250960307292,2,500,exact
0.9,Home,14.135500751544837,3,500,exact
0.9,Chat,13.88907540714031,4,500,exact
0.9500000000000001,Computer,32.15223516104829,1,500,exact
0.9500000000000001,Coffee,30.400223141564474,2,500,exact
0.9500000000000001,Home,29.190894869263943,3,500,exact
0.9500000000000001,Chat,29.027484605304778,4,500,exact
1.0,Computer,758.3252285438291,1,500,exact
1.0,Coffee,756.5337593495162,2,500,exact
1.0,Home,755.2517688281891,3,500,exact
1.0,Chat,755.1830484490423,4,500,exact
0.0,Computer,2.8,1,1000,exact
0.0,Coffee,2.1,2,1000,exact
0.0,Home,1.0,3,1000,exact
0.0,Chat,0.3,4,1000,exact
0.05,Computer,2.906825699279282,1,1000,exact
0.05,Coffee,2.152940253213472,2,1000,exact
0.05,Home,1.0753183557363601,3,1000,exact
0.05,Chat,0.37449414156033234,4,1000,exact
0.1,Computer,3.02319315046619,1,1000,exact
0.1,Coffee,2.2146623101638125,2,1000,exact
0.1,Home,1.1580707366027154,3,1000,exact
0.1,Chat,0.45788320075501254,4,1000,exact
0.15000000000000002,Computer,3.1506696977479565,1,1000,exact
0.15000000000000002,Coffee,2.2867567922402765,2,1000,exact
0.15000000000000002,Home,1.2496762720158423,3,1000,exact
0.15000000000000002,Chat,0.5517652326117474,4,1000,exact
0.2,Computer,3.291209198126307,1,1000,exact
0.2,Coffee,2.371211419895947,2,1000,exact
0.2,Home,1.3519283108996314,3,1000,exact
0.2,Chat,0.6581344540926848,4,1000,exact
0.25,Computer,3.4472811995039647,1,1000,exact
0.25,Coffee,2.470542256961407,2,1000,exact
0.25,Home,1.467122618466048,3,1000,exact
0.25,Chat,0.7795122317838488,4,1000,exact
0.30000000000000004,Computer,3.6220556932643317,1,1000,exact
0.30000000000000004,Coffee,2.587980900306906,2,1000,exact
0.30000000000000004,Home,1.5982411073619862,3,1000,exact
0.30000000000000004,Chat,0.9191339604849462,4,1000,exact
0.35000000000000003,Computer,3.8196734300305892,1,1000,exact
0.35000000000000003,Coffee,2.7277476678607186,2,1000,exact
0.35000000000000003,Home,1.7492211056968363,3,1000,exact
0.35000000000000003,Chat,1.0812218750344997,4,1000,exact
0.4,Computer,4.045651796563097,1,1000,exact
0.4,Coffee,2.8954608574900194,2,1000,exact
0.4,Home,1.9253601805242146,3,1000,exact
0.4,Chat,1.2713938552334665,4,1000,exact
0.45,Computer,4.307512636326971,1,1000,exact
0.45,Coffee,3.0987685451773532,2,1000,exact
0.45,Home,2.1339429289478407,3,1000,exact
0.45,Chat,1.4972946773807778,4,1000,exact
0.5,Computer,4.615787532275913,1,1000,exact
0.5,Coffee,3.3483585392843964,2,1000,exact
0.5,Home,2.3852452969383986,3,1000,exact
0.5,Chat,1.7696053116931019,4,1000,exact
0.55,Computer,4.985694349359817,1,1000,exact
0.55,Coffee,3.6596403996803355,2,1000,exact
0.55,Home,2.694210280492051,3,1000,exact
0.55,Chat,2.1037241539437335,4,1000,exact
0.6000000000000001,Computer,5.440072686032426,1,1000,exact
0.6000000000000001,Coffee,4.05568729540944,2,1000,exact
0.6000000000000001,Home,3.0833827357785406,3,1000,exact
0.6000000000000001,Chat,2.5227079413356712,4,1000,exact
0.65,Computer,6.014837556733259,1,1000,exact
0.65,Coffee,4.572697159534073,2,1000,exact
